frame,matches,corr_3d2d,inliers,success,pnp_success,pnp_inliers,t_norm,rot_angle,reproj_rmse
626,200,143,122,True,True,122,0.05863034223287124,2.7930572566567715,0.8002851090914719
627,200,127,110,True,True,110,0.05265577681717012,3.818233429679364,0.9696947265087993
628,200,118,103,True,True,103,0.052823634381310776,4.279893283404901,0.9139963388528928
629,200,110,86,True,True,86,0.06165256791426335,4.698352995812694,0.8703285973116108
630,200,106,85,True,True,85,0.06001909767367047,3.676213289181285,0.9522289335618208
631,200,107,85,True,True,85,0.049228071535649905,3.511712929794081,0.987835198819626
632,200,131,99,True,True,99,0.05237383487002078,2.7438827076217223,0.9839593566756595
633,200,119,101,True,True,101,0.05734997934708168,2.302626656656061,0.9383237697738201
634,200,136,114,True,True,114,0.05322371874996287,1.6978463331360178,1.0203734953637258
635,200,160,128,True,True,128,0.05631117918695159,1.3444588286061265,0.8895212200426083
636,200,145,119,True,True,119,0.054120157202991896,0.7596678102616438,0.8150140830464937
637,200,152,139,True,True,139,0.05337914837341457,0.9743571761596956,0.7767121315130419
638,200,154,131,True,True,131,0.053179150484705756,1.0156533867162338,0.8446730012086018
639,200,137,110,True,True,110,0.056063524596600925,0.6914413713800945,0.8384691569566792
640,200,131,112,True,True,112,0.05305492953527609,0.3677386229412719,0.8246289588175103
641,200,119,94,True,True,94,0.05089243475372949,0.4574999146655391,0.7822001881184237
642,200,115,99,True,True,99,0.056017832179128736,1.0665104972067518,0.9197288962624584
643,200,118,103,True,True,103,0.05642250676577006,1.334143163447586,0.8714723685601513
644,200,115,102,True,True,102,0.0570230691088771,1.3288045331131901,0.8801249444729318
645,200,116,93,True,True,93,0.05248444092265978,1.5609050258845893,0.9718250051250618
646,200,118,100,True,True,100,0.061341288535938614,1.7780261765129877,0.7895161923281857
647,200,124,115,True,True,115,0.05540348304168194,1.5752025447294795,0.8926881817302075
648,200,112,99,True,True,99,0.05309202822607826,1.8684815602784,0.9391351356747848
649,200,124,106,True,True,106,0.05215884755171621,2.3346961538906297,0.9574312273000846
650,200,131,110,True,True,110,0.05080716638847275,2.1293859514716247,0.9204216036806735
651,200,144,124,True,True,124,0.04941243601154319,2.002854864453732,0.797768688521855
652,200,133,112,True,True,112,0.05463766746344118,1.950926282030788,0.9140223983195227
653,200,139,112,True,True,112,0.05078755477396789,1.6351210079857312,0.7121119209192274
654,200,134,117,True,True,117,0.05814665162728522,1.6148237377476484,0.6787012739551878
655,200,134,116,True,True,116,0.05915481152599689,1.4896695925884689,0.7859342928438926
656,200,140,105,True,True,105,0.060010296403929644,0.9093192107682643,0.8808534355101367
657,200,156,116,True,True,116,0.057090547989128354,0.9666424390854599,0.9690974073183539
658,200,152,126,True,True,126,0.056673833734337944,0.9979856072754483,0.8931921504017527
659,200,148,106,True,True,106,0.05622413400274756,1.1936387920962361,0.9721761321765111
660,200,156,108,True,True,108,0.05450004714801805,0.7871164101533131,0.9624879245356632
661,200,153,119,True,True,119,0.05679235145437105,0.7666729620110293,0.897159926695486
662,200,156,121,True,True,121,0.055238419890189815,0.48621709871460045,0.9225150070550395
663,200,152,123,True,True,123,0.053224684836097415,1.0472999556466198,0.8326430310797529
664,200,153,110,True,True,110,0.05561070211802483,1.559506231633715,0.9529848231063387
665,200,166,118,True,True,118,0.05214102275054476,1.8887037859969948,0.8782892731106172
666,200,186,128,True,True,128,0.05418413418850326,2.556121988284176,0.9526728514870166
667,200,182,129,True,True,129,0.05608530954230095,2.7510144551063913,1.0013536061874189
668,200,190,142,True,True,142,0.05683989441951759,2.5811388745310753,0.8690018237576436
669,200,182,145,True,True,145,0.05414135693279898,2.46931640987282,0.9045427275073121
670,200,172,137,True,True,137,0.05368010175667824,3.024471675552729,0.8805390808571913
671,200,170,138,True,True,138,0.05655363765182764,3.6243411866798003,0.9465442251192543
672,200,179,140,True,True,140,0.05699122862082409,3.5412212132034195,0.9197674283997204
673,200,173,122,True,True,122,0.05792825845509923,3.416771188915938,0.8634171728278964
674,200,171,140,True,True,140,0.053251954953168236,3.109620560809353,0.9262951194077288
675,200,150,110,True,True,110,0.044139572565869145,3.0262541052204748,0.9125688156226083
676,200,161,126,True,True,126,0.03258748905493707,2.4019150523176753,0.9304101238588942
677,200,165,122,True,True,122,0.042760156742424685,2.9024731831976514,0.9788854345945985
678,200,171,131,True,True,131,0.020213567347229105,2.3324527212627673,1.0888413200586209
679,200,162,118,True,True,118,0.02820556584880259,1.9699350049546673,1.063784960119481
680,200,157,127,True,True,127,0.0421982941066679,1.201817322906702,0.9192436622723693
681,200,158,113,True,True,113,0.022873078701075897,1.3512223891358368,1.110564418230591
682,200,160,124,True,True,124,0.04269069868398796,1.0909927080129471,0.9649123944020265
683,200,152,127,True,True,127,0.03848587218533399,1.4407182333824395,0.9874973635649585
684,200,161,129,True,True,129,0.04879425647599706,2.193296454816186,0.8834632481843553
685,200,174,136,True,True,136,0.0356986054896381,2.453785983464037,0.9806752141771089
686,200,177,130,True,True,130,0.055146060553087045,2.9527562663517846,0.966397909927715
687,200,179,132,True,True,132,0.05908122235453709,3.086489838562332,0.9583211808716815
688,200,180,136,True,True,136,0.05582877956476219,3.3182657021803568,0.8967582628415229
689,200,184,142,True,True,142,0.054738030256238086,3.3749935925814913,0.8141120049522689
690,200,170,114,True,True,114,0.050550114039224374,3.156208496851701,1.001173147841846
691,200,182,129,True,True,129,0.046634396484690234,3.161691318519729,1.066249108779394
692,200,179,126,True,True,126,0.05147942128790196,4.0720448985162045,0.9625112684050096
693,200,167,110,True,True,110,0.05315724507993701,4.912089372141023,1.0235842088541742
694,200,149,103,True,True,103,0.058655863286716535,4.483844002606431,1.0376486609832376
695,200,153,117,True,True,117,0.04944366420660465,4.197247485988903,0.9296332969487837
696,200,138,115,True,True,115,0.05703333790884575,3.6945765853735355,0.9137862144178777
697,200,146,108,True,True,108,0.05791244937473221,3.5343956675283,0.9153143317125273
698,200,144,116,True,True,116,0.04194438545513051,2.860869174052914,0.8500283057786482
699,200,144,126,True,True,126,0.052754167234484554,2.6591579754581516,0.9362169905786931
700,200,144,123,True,True,123,0.052802901297717045,2.1591381494052526,0.927582323948752
701,200,127,111,True,True,111,0.050840955075215785,1.804213411786276,0.8885389662710154
702,200,134,122,True,True,122,0.052384881134944265,1.8110464378186546,0.7935426360013481
703,200,125,101,True,True,101,0.0499689957565719,1.9934434735445723,0.8079396139685969
704,200,127,107,True,True,107,0.04989466790808751,1.9922123415750725,0.8723712551736382
705,200,145,128,True,True,128,0.050935364916028306,2.10855380646491,0.877653924185845
706,200,132,119,True,True,119,0.05226197400563399,2.62175168139473,0.8389592697970589
707,200,116,108,True,True,108,0.052596246706533616,2.6448493459591367,0.7691499637754022
708,200,104,97,True,True,97,0.058209892918335275,2.934222266303972,0.8013348018561579
709,200,86,78,True,True,78,0.0532864289112805,3.436069183486703,0.8328778673841718
710,200,92,78,True,True,78,0.05223223641319932,3.086759434619913,0.8213089753463486
711,200,74,68,True,True,68,0.056490518004400816,2.5289940449571335,0.7423342106451583
712,200,74,65,True,True,65,0.053235237599919924,2.1470801629525127,0.7739846722315664
713,200,77,65,True,True,65,0.05663052119756909,2.862394082216503,0.9648988208985609
714,200,80,68,True,True,68,0.05689102951121514,3.5948803060097374,0.8433390741436742
715,200,71,65,True,True,65,0.0586730362972967,3.370939188235813,0.7425612907410858
716,200,71,63,True,True,63,0.05578636923276245,2.75015321187226,0.8163890857710047
717,200,69,54,True,True,54,0.05010097189497088,2.664556981635051,1.0032341843448498
718,200,83,71,True,True,71,0.052211796401059093,2.417799973560655,0.9077514283026193
719,200,99,81,True,True,81,0.055505650223141446,2.4195553564407457,0.8817793924474749
720,200,54,42,True,True,42,0.05091302563398624,1.9753812430392026,0.874785002785961
721,200,67,53,True,True,53,0.053432575657918445,1.2555952676363697,0.8405060798567946
722,200,78,58,True,True,58,0.05459343388596725,0.6097082688659362,0.8386894424748594
723,200,93,76,True,True,76,0.0547823251718817,0.6782201139505669,0.91234506972285
724,200,89,71,True,True,71,0.04569654223449844,0.5571763311570399,0.7103626521925509
725,200,78,67,True,True,67,0.05231577735044184,0.1271212221851245,0.7657348594967504
726,200,87,74,True,True,74,0.05095991325648838,0.745635001360546,0.7218679099441132
727,200,74,65,True,True,65,0.051433542978061485,0.6513366684591997,0.8708033789545104
728,200,81,66,True,True,66,0.03151503662493154,0.5678369466281589,0.7153594658895136
729,200,81,71,True,True,71,0.0541389028748082,0.7279657452468069,0.8403684678727624
730,200,81,66,True,True,66,0.05519676993838141,1.4740260915413554,0.922210948371664
731,200,92,83,True,True,83,0.05774444177098325,1.8512275207010593,0.7887261623624808
732,200,81,67,True,True,67,0.07019999429845442,2.3337881293702156,0.7177069104597358
733,200,74,66,True,True,66,0.07343140030714929,1.596298885352367,0.8715053302475876
734,200,97,89,True,True,89,0.06457230309278672,1.3275382269265492,0.7895239564773259
735,200,80,67,True,True,67,0.05110218876798176,2.0655875226896288,0.8113483132412987
736,200,93,80,True,True,80,0.0569580318418019,1.9354617141036565,0.7551029607104469
737,200,85,77,True,True,77,0.056291978099154476,2.0256912544060945,0.7894045657012074
738,200,77,66,True,True,66,0.05712699541636659,2.1604057481720034,0.774837567331459
739,200,76,68,True,True,68,0.05562597510199524,2.1213552134211646,0.8247658829403154
740,200,89,83,True,True,83,0.06214083837914495,1.899989600875275,0.7595790448871199
741,200,66,60,True,True,60,0.06199835217249112,1.633863790305821,0.7181174257550131
742,200,63,60,True,True,60,0.05770297979365483,1.0111042805352144,0.737020936210468
743,200,98,93,True,True,93,0.059986152881579234,0.6427694659703634,0.761501706009376
744,200,97,86,True,True,86,0.06281437810606097,0.29240477599540066,0.7390493654051185
745,200,101,90,True,True,90,0.053891209478161416,0.4090460084139586,0.7746051880163212
746,200,79,65,True,True,65,0.04729867672642944,0.5111428040510775,0.8529478369092334
747,200,90,87,True,True,87,0.061577361857825905,1.4647037667872478,0.7655013285181104
748,200,109,102,True,True,102,0.05164196398666015,1.171486415729095,0.7706587364877893
749,200,98,95,True,True,95,0.052425253357267554,1.301373612416907,0.733945415299601
750,200,104,93,True,True,93,0.052012507145699,2.1394558156103773,0.8115247586786745
751,200,113,105,True,True,105,0.04842778916517489,2.4406471161919345,0.7671265679222172
752,200,122,110,True,True,110,0.05027488155136446,2.598911698839429,0.8165412724942926
753,200,122,117,True,True,117,0.05468162218103357,3.151774174212375,0.8285215156025778
754,200,130,113,True,True,113,0.04724562412553823,3.657933277882064,0.8019689142096873
755,200,118,109,True,True,109,0.0487049793305372,3.4271996760337977,0.9296215397041525
756,200,138,120,True,True,120,0.05098206584206343,3.043883780387886,0.7974120587622958
757,200,136,120,True,True,120,0.04779435370867525,3.458882990608636,0.8932256106233993
758,200,141,121,True,True,121,0.04643761207947876,3.46989801793566,0.8864184699193582
759,200,157,131,True,True,131,0.04739283680860449,3.2597324971129478,0.7728931160262389
760,200,159,140,True,True,140,0.04699510431189104,3.5597097329774585,0.9232009165315301
761,200,161,131,True,True,131,0.04405553704002041,3.6603717861144975,0.8273689619369521
762,200,162,121,True,True,121,0.05007217083395923,3.4123019524343947,0.883588188235548
763,200,171,125,True,True,125,0.052317145894778844,2.9863788063751975,0.9299299168909562
764,200,167,151,True,True,151,0.05240223883444162,2.595259127952366,0.810869865816549
765,200,165,153,True,True,153,0.047523186686611776,1.7757673508223972,0.7626884703078876
766,200,152,142,True,True,142,0.0502725850572472,1.3923191081743456,0.8466318760116349
767,200,157,145,True,True,145,0.04519868060182576,1.1358269848072076,0.8165294345357108
768,200,155,139,True,True,139,0.0516330916952592,1.1674411859331746,0.7649283661529624
769,200,157,145,True,True,145,0.05140293254539521,1.2540736985249126,0.6562166458558905
770,200,168,150,True,True,150,0.05176085073345477,1.7039780738262151,0.7182701158343336
771,200,167,144,True,True,144,0.047835790847945404,2.1747403157687097,0.7933788835825764
772,200,182,152,True,True,152,0.04506215101894262,2.1556363164963384,0.7219627555859106
773,200,178,163,True,True,163,0.04873582199258648,2.366830525342732,0.7499305939339009
774,200,180,160,True,True,160,0.05350858033468094,2.8271367663291733,0.7734931620689812
775,200,168,136,True,True,136,0.05091055271939844,3.3223291761840406,0.8615501218409319
776,200,165,131,True,True,131,0.04967122589186772,3.49230277614871,0.9217779773405531
777,200,170,143,True,True,143,0.05061280270902458,2.539398432709262,0.8341296412950123
778,200,167,150,True,True,150,0.04465852669853905,2.387167961852836,0.8903069706021446
779,200,168,129,True,True,129,0.040978945973158584,3.5588069896425245,0.9652788511009011
780,200,152,135,True,True,135,0.046421589926144244,3.255426686933644,0.838267868683297
781,200,151,126,True,True,126,0.04520844145888905,3.02516020105534,0.7602182765407377
782,200,150,132,True,True,132,0.04612539405658304,3.3125192755502724,0.7068209983787331
783,200,154,129,True,True,129,0.054867602214527585,2.9991539352052157,0.657373053238792
784,200,149,133,True,True,133,0.04996953677580806,2.8915157260353452,0.8538787210627266
785,200,154,142,True,True,142,0.05789247687749156,2.8754313460274425,0.8214786693022786
786,200,181,158,True,True,158,0.04656864065052622,2.342831396230814,0.8711806163781508
787,200,178,155,True,True,155,0.047631076746473475,1.8031881617626546,0.7882078930502849
788,200,189,170,True,True,170,0.05515163478390426,1.2277950450204613,0.8249299646635043
789,200,175,155,True,True,155,0.04754279630295887,1.1994937595767057,0.8169319443920227
790,200,188,181,True,True,181,0.048780939287527976,0.7239190776527648,0.7022743059548662
791,200,188,170,True,True,170,0.04888140056348373,0.981507878027998,0.7877407753711037
792,200,193,174,True,True,174,0.05660156195870255,1.300379225172525,0.7105789560469844
793,200,193,169,True,True,169,0.04835188740900875,2.4309234450678843,0.8473614401660144
794,200,199,179,True,True,179,0.04655681689091182,2.7410570517220707,0.8264504857525304
795,200,198,184,True,True,184,0.05296532976924332,2.7616664756001543,0.8598769449134714
796,200,185,158,True,True,158,0.053843681484777146,3.118653823946178,0.8685878409059301
797,200,178,154,True,True,154,0.05335026748929181,2.9844814201205176,0.8989389448635804
798,200,181,163,True,True,163,0.059161049727681055,2.607544310469669,0.8888355429032507
799,200,163,146,True,True,146,0.053945532194066455,2.187709343471723,0.940235960106712
800,200,156,132,True,True,132,0.05559740587476847,2.666150592300693,0.8259736603463756
801,200,169,137,True,True,137,0.04724598358338474,3.8118774300334577,0.8371854707968591
802,200,161,134,True,True,134,0.04471878218418553,4.536802110369998,0.7604074503149865
803,200,165,138,True,True,138,0.05288083987705263,3.912518696291843,0.9377797144546397
804,200,161,127,True,True,127,0.04995017566132461,3.9153582496196218,0.7966304301139235
805,200,140,115,True,True,115,0.054137635490563316,3.013514753814066,0.9883117075311584
806,200,116,104,True,True,104,0.05594365002567985,2.661588296777695,0.7370885410303102
807,200,107,94,True,True,94,0.05036993607987546,2.0027456238105255,0.9857513371306954
808,200,95,80,True,True,80,0.0509732320333409,1.5226756444469842,0.8893321623684705
809,200,112,93,True,True,93,0.0502825848528606,1.025878401130751,0.9403245653423111
810,200,117,93,True,True,93,0.052080623553603,0.47999624781002503,0.8912820858643733
811,200,126,93,True,True,93,0.05246077493139648,0.6629112446262496,0.8233342682042919
812,200,114,94,True,True,94,0.04781881883134587,0.6072043535679739,0.7381988146299514
813,200,115,101,True,True,101,0.0507274402774488,0.5210469986014066,0.8443209636691958
814,200,114,102,True,True,102,0.05251226274570666,0.775238662896452,0.6660063834007847
815,200,124,104,True,True,104,0.05072684711865266,1.3251780229836776,0.8603870839967263
816,200,125,118,True,True,118,0.05122576544156847,1.3818895374351474,0.8829368980665531
817,200,122,111,True,True,111,0.056815774015270416,1.5563345345345407,0.8966697521666027
818,200,116,96,True,True,96,0.056295998425954515,1.793097195975352,0.8351514560555218
819,200,120,93,True,True,93,0.06088719225891989,1.9665854068367246,0.8277208718041174
820,200,121,104,True,True,104,0.058125240734096945,1.7270329838662153,0.8197594926078804
821,200,105,88,True,True,88,0.056620558100464805,1.3872683308926914,0.9236593967514343
822,200,103,87,True,True,87,0.06250903742289518,1.5721759384909582,0.944303910918631
823,200,112,94,True,True,94,0.05319596015563403,2.1506288859736102,0.8928676240483518
824,200,108,87,True,True,87,0.05356528482487755,1.8800459907004112,0.8510249679024802
825,200,111,98,True,True,98,0.052665577140111115,1.8183884578090677,0.8215142507832696
826,200,116,98,True,True,98,0.053207559310696595,1.4729814231414067,0.8935068201557899
827,200,125,94,True,True,94,0.05922693131116523,1.5082472969378349,0.9388614462810543
828,200,117,89,True,True,89,0.05729851292723915,1.0115114610098712,0.8774999999048855
829,200,125,101,True,True,101,0.06284830758914868,1.1114072289382486,0.9900657383969637
830,200,138,121,True,True,121,0.058384003146937494,0.8743448998770663,0.8308498856547709
831,200,119,92,True,True,92,0.06061274084716748,0.6181619156859623,0.8698205778461142
832,200,135,117,True,True,117,0.056732683845146445,0.6015542824325837,0.9661397960424303
833,200,125,102,True,True,102,0.054372406233710084,0.8897033407601745,0.9432027900031701
834,200,128,109,True,True,109,0.05606643100768376,0.36423087475849353,0.9043556811098236
835,200,134,116,True,True,116,0.0575514057094072,0.8478742233312514,0.7767360958553357
836,200,132,113,True,True,113,0.05746751389974142,1.4373743143707296,0.8350486957600245
837,200,106,91,True,True,91,0.05562361839585971,1.4176055988390237,0.9150302662663267
838,200,121,100,True,True,100,0.05794320729712087,1.7659986132005492,0.8639911016378782
839,200,142,113,True,True,113,0.055779166391946015,2.035126348840334,0.9918561432498958
840,200,158,132,True,True,132,0.060604536739229324,2.216656653987643,0.9645253357667201
841,200,154,108,True,True,108,0.05851089211231624,2.6550913486439662,0.9686255868669646
842,200,154,100,True,True,100,0.05435071170397922,2.8691882232919896,0.8740625146211329
843,200,160,121,True,True,121,0.05816724351120139,2.398366662673325,0.8796773221170479
844,200,185,122,True,True,122,0.05637601647400744,2.736400428222291,0.9873348593588578
845,200,192,119,True,True,119,0.05427472504175454,3.628169154834693,1.0359871919860757
846,200,185,137,True,True,137,0.05390203636041261,3.8543526242645503,1.020952702426886
847,200,160,121,True,True,121,0.05135589841465086,3.901244572109768,0.9706931781478357
848,200,172,132,True,True,132,0.0553236178991672,3.553883604530683,1.0625538527876435
849,200,173,146,True,True,146,0.050901442532673896,3.5851364109173534,0.8477312240668674
850,200,178,139,True,True,139,0.05333566523745426,3.237685445223882,0.8779224184446868
851,200,179,143,True,True,143,0.03505338846200493,3.0653120388983366,0.9019092924777281
852,200,183,142,True,True,142,0.05454493749087447,2.335359963267185,0.8991095859895998
853,200,172,125,True,True,125,0.05022729344164411,1.8537380245842778,0.895966393428084
854,200,169,135,True,True,135,0.03922683865117076,0.6702738250888243,0.8455759825675867
855,200,177,146,True,True,146,0.03516236151028728,1.3807883597410753,0.9135683698952064
856,200,178,131,True,True,131,0.05263114120884527,0.7708851258963461,0.9710799147930961
857,200,164,138,True,True,138,0.04033191164168656,0.7301395498194385,1.0746590259946622
858,200,169,129,True,True,129,0.053735443083848,0.8106678825099262,0.8842582034600132
859,200,169,135,True,True,135,0.0405884347295475,1.9933212722552747,1.0092620734513282
860,200,151,120,True,True,120,0.046269329052198965,2.4824542447526285,0.8205867874512212
861,200,154,113,True,True,113,0.05668536501929309,2.81111586592416,0.9271307664084492
862,200,158,117,True,True,117,0.03672965644329274,3.616163251628527,0.9810245247083393
863,200,159,116,True,True,116,0.033762039602153196,4.303269589665202,1.0566887149273974
864,200,172,119,True,True,119,0.03784621792169145,3.292923025851058,1.0931783622940003
865,200,173,132,True,True,132,0.03862553964694479,3.38138463659795,1.0397340261757093
866,200,185,145,True,True,145,0.046284554390563164,3.9847842717237683,1.017890776630122
867,200,175,127,True,True,127,0.05727724406892781,4.546683236582815,0.9693961376174012
868,200,173,126,True,True,126,0.05194396944505709,4.65426926037699,0.9874553452240445
869,200,171,121,True,True,121,0.053552178601213356,4.349454045276432,0.9407555869199383
870,200,154,112,True,True,112,0.0506631167795563,3.8046314889791164,1.0520360395687898
871,200,155,107,True,True,107,0.05277085674987709,2.908981217206495,0.9833733866308033
872,200,159,112,True,True,112,0.055617246884587704,2.2951393337899217,0.9692595850385577
873,200,152,112,True,True,112,0.059279334872317076,1.8616473492155083,0.8885948216563536
874,200,149,119,True,True,119,0.06264300373979478,1.438219566035507,1.0327880149072293
875,200,141,121,True,True,121,0.05537938937698992,0.9185633658438016,0.9520937752961713
876,200,124,97,True,True,97,0.059385283406553725,1.026071464463415,0.8522496327537874
877,200,122,109,True,True,109,0.05114611439433321,0.9428560388324877,0.8813630101246179
878,200,118,94,True,True,94,0.04859637198902514,1.1950550595004774,0.9683457637253952
879,200,138,110,True,True,110,0.04569140344212521,2.1030125052159865,0.8862350708216178
880,200,136,101,True,True,101,0.04882237341490462,3.071837413521637,0.9595966689479125
881,200,144,122,True,True,122,0.05142129544397614,3.0398491423874776,0.8540373839322912
882,200,139,127,True,True,127,0.055206483156498856,3.2991783957314715,0.8469970981365421
883,200,145,118,True,True,118,0.055549716967006245,3.542508293299311,0.8294940432042852
884,200,127,114,True,True,114,0.055852047487347505,3.5073992477343383,0.8846243181814103
885,200,129,116,True,True,116,0.055469115883387,3.433865125859581,0.7920349251824127
886,200,99,83,True,True,83,0.05373724962795232,3.492643697704177,0.9123967930230285
887,200,102,89,True,True,89,0.05106454711513057,4.239927754342668,0.8931557992168179
888,200,105,93,True,True,93,0.050698939706488595,4.9225887839289,0.8134713854674127
889,200,90,80,True,True,80,0.04882265653776851,5.105345668954608,0.8122524839038925
890,200,85,69,True,True,69,0.05083550002711498,4.867461423006135,0.8343539651454002
891,200,76,67,True,True,67,0.04950438690468012,4.428299656967276,0.84371509755633
892,200,78,68,True,True,68,0.04668742564071906,3.895544045503021,0.9239136792918399
893,200,71,65,True,True,65,0.05181207014972848,2.8654291151057247,0.8749505903530301
894,200,75,59,True,True,59,0.04868818430724993,2.0929545132783485,0.8026638169702537
895,200,55,49,True,True,49,0.056857168649854475,1.3848595323372506,0.8064454244789598
896,200,49,41,True,True,41,0.05008605572107618,1.1553188427168761,0.9522405231312706
897,200,86,75,True,True,75,0.05490296713093224,1.1068204004266575,0.8362771446703885
898,200,56,48,True,True,48,0.05167269696467001,1.133429078481001,0.8803115690306096
899,200,68,64,True,True,64,0.04479816558237458,0.6495832398741549,0.8748468496093094
900,200,58,45,True,True,45,0.04742870961805156,0.5549676563006515,0.707876771202232
901,200,78,68,True,True,68,0.045304872960089136,0.46839794991815104,0.7178670811652396
902,200,86,74,True,True,74,0.04809444579236408,1.4730422072243767,0.9253036279927794
903,200,83,62,True,True,62,0.05393013851974386,1.6703810125345566,0.8317325868794926
904,200,64,60,True,True,60,0.052776562579437095,1.6030722399611856,0.7947827500647305
905,200,77,59,True,True,59,0.05121939909819852,1.7970689990565534,0.7933090886055559
906,200,88,68,True,True,68,0.053467794234604335,1.9748793966981302,0.7397616185801997
907,200,71,65,True,True,65,0.04941638083341537,1.8081793889784905,0.8196432449033403
908,200,72,61,True,True,61,0.050319101432442316,1.6836315738435164,0.6609293145272391
909,200,73,64,True,True,64,0.04680504332746499,2.6093571031081777,0.7211016801078167
910,200,72,62,True,True,62,0.0480223056785687,2.4192187563004928,0.8419545713703961
911,200,87,71,True,True,71,0.054068139789725744,1.9832139274354224,0.817462829719409
912,200,75,63,True,True,63,0.05550043560235451,1.997329093104742,0.8248436960079909
913,200,92,82,True,True,82,0.04944076399297304,1.733836561813393,0.7898883094952021
914,200,74,68,True,True,68,0.05728449787785758,1.7355682181435577,0.7821408975034772
915,200,77,68,True,True,68,0.05661373722975858,1.0643104265140588,0.7012348059113156
916,200,78,71,True,True,71,0.04388741824212642,0.2683148172534877,0.7344697967236098
917,200,93,82,True,True,82,0.038718364788183114,0.7065842245277559,0.6472605329422109
918,200,112,94,True,True,94,0.0546408100370518,1.3334670358243321,0.870688895792919
919,200,105,93,True,True,93,0.05378474673550914,1.9084366895220426,0.7682844877564106
920,200,115,103,True,True,103,0.054449529915591856,1.6317799604125327,0.7079515612575438
921,200,95,88,True,True,88,0.05122913174459361,1.4782200508315302,0.828827696841348
922,200,95,88,True,True,88,0.05594109384491376,1.6271602437033121,0.8610995956861601
923,200,94,92,True,True,92,0.05096774119348532,1.2895872810976858,0.6944370991647757
924,200,112,97,True,True,97,0.05419473780632296,0.6382424785621134,0.7403760663611004
925,200,90,88,True,True,88,0.053170790519783455,0.6710442034171948,0.7638234614613911
926,200,105,104,True,True,104,0.06406958400869532,1.3771848587659759,0.7343055198357749
927,200,95,89,True,True,89,0.051085627839594465,1.6748336587767139,0.7528548371447448
928,200,119,114,True,True,114,0.05970246989715215,2.897669087739972,0.6943213497316686
929,200,106,101,True,True,101,0.05715106164579203,2.534750126293479,0.724585386532407
930,200,94,84,True,True,84,0.054577135303224646,2.1724657447097964,0.6743392154819514
931,200,114,104,True,True,104,0.05130553564699225,2.849166568238627,0.7478917118901236
932,200,101,92,True,True,92,0.05324337499046915,3.197318934466536,0.7956786412251735
933,200,132,115,True,True,115,0.04479406991991252,3.32174856599649,0.7792926764165773
934,200,134,115,True,True,115,0.05539959467276527,3.146755775154538,0.8720890193543012
935,200,113,93,True,True,93,0.04308847793727399,3.577283599507475,0.8578787308857553
936,200,150,126,True,True,126,0.05459720558159035,3.5007266814736,0.8763955070183291
937,200,151,128,True,True,128,0.05604071637679322,3.0890148509616417,0.8644933511201566
938,200,141,122,True,True,122,0.050175424199163564,2.5475958720926175,0.7927561984010426
939,200,134,114,True,True,114,0.05282327002230736,1.7676121345121598,0.8167490588628076
940,200,140,126,True,True,126,0.0483723758069575,0.9933731189432112,0.8087084004417031
941,200,144,131,True,True,131,0.050364585037806116,0.8378173146937041,0.7220306803314046
942,200,148,136,True,True,136,0.052148407522174756,1.1828398971077885,0.7639028420387673
943,200,130,119,True,True,119,0.05368138464913502,0.8026786839203403,0.7149161499138036
944,200,147,137,True,True,137,0.048440068747692765,1.5786427281656774,0.7579343209062133
945,200,153,127,True,True,127,0.05070715525439792,2.7563642145895098,0.899005577041411
946,200,159,137,True,True,137,0.05401771071357035,3.1284964136211397,0.8609143459092984
947,200,158,127,True,True,127,0.052424488332504855,3.4177223674277344,0.8492510670614473
948,200,146,121,True,True,121,0.06237141705808152,3.774782454636105,0.7956733207506365
949,200,148,134,True,True,134,0.061603908096175844,3.7577851342567055,0.7800081822093728
950,200,173,148,True,True,148,0.054731803987173526,3.2081881240775907,0.885766125062465
951,200,171,146,True,True,146,0.05460319914344138,2.8999001476687356,0.7998074238898155
952,200,166,143,True,True,143,0.055484448542585676,3.3531266874770465,0.901701767605551
953,200,184,146,True,True,146,0.05719766506029375,4.504098137963692,1.007228164363562
954,200,172,141,True,True,141,0.05419104977032493,4.92828209724626,0.9664106914425162
955,200,169,131,True,True,131,0.0563979684365926,4.5664566140417655,0.904045779055199
956,200,169,143,True,True,143,0.05176771694385284,4.420608310988919,0.815657627894455
957,200,156,136,True,True,136,0.057697514237055846,3.8492411505601485,0.850089089434513
958,200,156,128,True,True,128,0.045729043052276735,3.3602006416861383,0.9224183779176106
959,200,158,129,True,True,129,0.05052853950865416,2.728511771426052,0.7394644588849167
960,200,159,134,True,True,134,0.05471659557307141,1.9841013121946574,0.8340334944274377
961,200,149,136,True,True,136,0.05039373604284208,1.4426334927317144,0.772658822046123
962,200,161,128,True,True,128,0.05195577699010834,0.8479727738946301,0.8316652925996373
963,200,156,132,True,True,132,0.04217409961290969,1.0617503215830435,0.7451883883851438
964,200,130,121,True,True,121,0.05347483801047467,1.2790400989925457,0.6691078521698827
965,200,153,151,True,True,151,0.05289812062165461,0.6595958726891505,0.6960271953040056
966,200,148,132,True,True,132,0.05348788620796651,1.1983628579006778,0.8366219034339997
967,200,158,149,True,True,149,0.05135808789805687,2.3129322817409412,0.8480814650126381
968,200,165,147,True,True,147,0.047984401534851895,3.224089113408724,0.8124332533567103
969,200,150,135,True,True,135,0.053462740962307416,3.2401399371959663,0.7839760125083589
